Título_Inmueble,Dirección_Inmueble,Latitud,Longitud,Rubro,Nombre,Dirección,Lugar_Place_ID
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,ABB S A,Santiago,ChIJgSn_DF7FYpYRi6yJ7bU-oFo
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Vivienda Chile,"San Eugenio 1401, oficina 314, Ñuñoa, Ñuñoa",ChIJn-mJeQ_FYpYRLHBowLRtUPE
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,URBANA.CORP,"Lo Encalada 1141, Ñuñoa, Ñuñoa",ChIJH8RQbGDFYpYRHKZwUrEGt5w
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Talleres San Eugenio Linea 5 Metro de Santiago,"1045, San Eugenio 875, Ñuñoa",ChIJjwiu6WDFYpYRcdZAc892nWk
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,San Eugenio Park,"Lo Encalada 1211, Dpto 23 Block 8, Ñuñoa, Ñuñoa",ChIJc8Cg7jrFYpYRD8ctah68PtA
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,"Ingenieria Y Servicios Industriales, Mauricio Esteban Donoso Matus Empresa Indi","San Eugenio 1209, Ñuñoa, Ñuñoa",ChIJ69MZzV_FYpYR6JP0GG8MhSk
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Edficio Lo Encalada 1219,"Lo Encalada 1207-1285, Ñuñoa, Ñuñoa",ChIJcemH2F_FYpYRJS5tYaVNd80
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Naka house!!,"San Eugenio 1209, Ñuñoa, Ñuñoa",ChIJK4q-vZrFYpYRoGdnjSf97oc
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Consorcio Periodistico de Chile S.A.Copesa,"San Eugenio 1371, Ñuñoa, Santiago",ChIJ515iyV_FYpYRSt3S5UFaXME
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Aparcadero de vehículos municipales,"San Eugenio 1221, Ñuñoa",ChIJQ37KozfFYpYRz3usg61CsMw
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Estacionamiento visitas Neohaus,"San Eugenio 1111, Ñuñoa",ChIJ209DCgDFYpYRiSF06qjGg14
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Kiosco Abarrotes y Confites,"Lo Encalada 1241, Ñuñoa, Ñuñoa",ChIJ1xST4F_FYpYRsd2_gkJzRxg
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,"Electric Noise "" Reparación de Amplificadores ""","Lo Encalada 1263, Ñuñoa",ChIJk_deCpLFYpYRBx0FIZjG7_U
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,1,"Lo Encalada 1263, Ñuñoa",ChIJyerR_0jFYpYREvULgUL2pTc
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,L&C Energia Solar,"Lo Encalada 1263, Ñuñoa, Ñuñoa",ChIJoTfdHynFYpYRRzsyicyAAEE
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Ola Brasil Food,"Lo Encalada 1263, Ñuñoa, Ñuñoa",ChIJvVe7Ot_FYpYRzAlBp8iLziY
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,D-Bebes,"San Eugenio 1209, Santiago",ChIJd1FY8wHFYpYRGZurCi3AFCY
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,MINI MARKET Y RESTAURANTE KING BROTHERS,"San Eugenio 1209, Ñuñoa",ChIJP54aWGHFYpYRSlpGoeiDK04
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,restaurante,Ñuñoa,Ñuñoa,ChIJ6TZN_JTPYpYRRVH-3xZvjZU
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,ABB S A,Santiago,ChIJgSn_DF7FYpYRi6yJ7bU-oFo
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Vivienda Chile,"San Eugenio 1401, oficina 314, Ñuñoa, Ñuñoa",ChIJn-mJeQ_FYpYRLHBowLRtUPE
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,URBANA.CORP,"Lo Encalada 1141, Ñuñoa, Ñuñoa",ChIJH8RQbGDFYpYRHKZwUrEGt5w
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Talleres San Eugenio Linea 5 Metro de Santiago,"1045, San Eugenio 875, Ñuñoa",ChIJjwiu6WDFYpYRcdZAc892nWk
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,San Eugenio Park,"Lo Encalada 1211, Dpto 23 Block 8, Ñuñoa, Ñuñoa",ChIJc8Cg7jrFYpYRD8ctah68PtA
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,"Ingenieria Y Servicios Industriales, Mauricio Esteban Donoso Matus Empresa Indi","San Eugenio 1209, Ñuñoa, Ñuñoa",ChIJ69MZzV_FYpYR6JP0GG8MhSk
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Edficio Lo Encalada 1219,"Lo Encalada 1207-1285, Ñuñoa, Ñuñoa",ChIJcemH2F_FYpYRJS5tYaVNd80
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Naka house!!,"San Eugenio 1209, Ñuñoa, Ñuñoa",ChIJK4q-vZrFYpYRoGdnjSf97oc
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Consorcio Periodistico de Chile S.A.Copesa,"San Eugenio 1371, Ñuñoa, Santiago",ChIJ515iyV_FYpYRSt3S5UFaXME
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Aparcadero de vehículos municipales,"San Eugenio 1221, Ñuñoa",ChIJQ37KozfFYpYRz3usg61CsMw
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Estacionamiento visitas Neohaus,"San Eugenio 1111, Ñuñoa",ChIJ209DCgDFYpYRiSF06qjGg14
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Kiosco Abarrotes y Confites,"Lo Encalada 1241, Ñuñoa, Ñuñoa",ChIJ1xST4F_FYpYRsd2_gkJzRxg
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,"Electric Noise "" Reparación de Amplificadores ""","Lo Encalada 1263, Ñuñoa",ChIJk_deCpLFYpYRBx0FIZjG7_U
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,1,"Lo Encalada 1263, Ñuñoa",ChIJyerR_0jFYpYREvULgUL2pTc
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,L&C Energia Solar,"Lo Encalada 1263, Ñuñoa, Ñuñoa",ChIJoTfdHynFYpYRRzsyicyAAEE
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Ola Brasil Food,"Lo Encalada 1263, Ñuñoa, Ñuñoa",ChIJvVe7Ot_FYpYRzAlBp8iLziY
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,D-Bebes,"San Eugenio 1209, Santiago",ChIJd1FY8wHFYpYRGZurCi3AFCY
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,MINI MARKET Y RESTAURANTE KING BROTHERS,"San Eugenio 1209, Ñuñoa",ChIJP54aWGHFYpYRSlpGoeiDK04
Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,"San Eugenio 401, Parque San Eugenio - Metro Ñuble, Ñuñoa, RM (Metropolitana)",-33.4637003,-70.62396009999999,supermercado,Ñuñoa,Ñuñoa,ChIJ6TZN_JTPYpYRRVH-3xZvjZU
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Fausto Discotheque,"Avenida Santa María 832, Providencia",ChIJMYXMjYjFYpYRY-q9uPPr7Vw
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Citroën Bellavista - SG Autos,"Bellavista 0790, Providencia",ChIJB91hzojFYpYRtW7HZ__Pbsk
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,"Radio Play. Radio Oasis Fm; Radio Sonar, Radio T13;","Alcalde Dávalos 164, Providencia, Providencia",ChIJdYDDy47FYpYRZRWVgUH1z4c
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Felipe Didier,"Los Piñones 43, Providencia",ChIJc5I-4IjFYpYRuSfcd1v_L2M
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Secreto Internacional,"Inés Matte Urrejola 54, Providencia, Providencia",ChIJTRxhL4_FYpYRqJ9tZXdLMMQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Bim Studio Spa,"Gutenberg 35, Providencia, Providencia",ChIJF4Jw047FYpYRt17wx5EKeuA
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Zaatar Santiago,"Monitor Araucano 0803, Providencia, Providencia",ChIJpx1hL4_FYpYR1om-rfrUYkM
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Musicrooms,"Alcalde Dávalos 25, Providencia, Providencia",ChIJLYSi0IjFYpYRcQOWd5N85IQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,TVN Televisión Nacional de Chile,"Bellavista 0990, Providencia",ChIJRaoPdInFYpYRZPrtjl-1f0c
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Interfases Consultores,"Monte Carmelo 62, Providencia",ChIJaZL0mWjPYpYRm1Ys1Gdsq74
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Los Piñones 046,"Los Piñones 46, Providencia, Providencia",ChIJ2zIN8YjFYpYR1HruZwGf1wg
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Chevrolet Inalco Bellavista Casa Matriz,"Bellavista 832, Providencia, Providencia",ChIJzyuMWN_FYpYR-VxwPPuizmE
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Outro Sac.,Chile,ChIJbwKCKY_FYpYRmbcGBl1oteo
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,60 No More Escape Room,"Los Piñones 050, Providencia, Providencia",ChIJzyJm8YjFYpYRqp_VN4L3-AM
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Producciones Indivisual,"Monte Carmelo 117, Providencia, Providencia",ChIJv6QdKo_FYpYRV9PFj_GAfa8
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,"Ploteo313, Ploteo de planos, Poster de congreso, digitalizacion de planos,","Monitor Araucano 1, Providencia, Providencia",ChIJ0Qssv57FYpYRa4W3Un2gLwQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Colonial Resto Bar,"Inés Matte Urrejola 11, Providencia, Providencia",ChIJ_yuaJY_FYpYRWnXcUDWGo-k
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,ANGELI MUSICOS,"Monitor Araucano 680, Providencia",ChIJQ_wglVnOYpYRphnFdX48B5I
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,restaurante,Providencia,Providencia,ChIJ92aDbnzPYpYRfI1HCsD874c
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Fausto Discotheque,"Avenida Santa María 832, Providencia",ChIJMYXMjYjFYpYRY-q9uPPr7Vw
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Citroën Bellavista - SG Autos,"Bellavista 0790, Providencia",ChIJB91hzojFYpYRtW7HZ__Pbsk
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,"Radio Play. Radio Oasis Fm; Radio Sonar, Radio T13;","Alcalde Dávalos 164, Providencia, Providencia",ChIJdYDDy47FYpYRZRWVgUH1z4c
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Felipe Didier,"Los Piñones 43, Providencia",ChIJc5I-4IjFYpYRuSfcd1v_L2M
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Secreto Internacional,"Inés Matte Urrejola 54, Providencia, Providencia",ChIJTRxhL4_FYpYRqJ9tZXdLMMQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Bim Studio Spa,"Gutenberg 35, Providencia, Providencia",ChIJF4Jw047FYpYRt17wx5EKeuA
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Zaatar Santiago,"Monitor Araucano 0803, Providencia, Providencia",ChIJpx1hL4_FYpYR1om-rfrUYkM
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Musicrooms,"Alcalde Dávalos 25, Providencia, Providencia",ChIJLYSi0IjFYpYRcQOWd5N85IQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,TVN Televisión Nacional de Chile,"Bellavista 0990, Providencia",ChIJRaoPdInFYpYRZPrtjl-1f0c
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Interfases Consultores,"Monte Carmelo 62, Providencia",ChIJaZL0mWjPYpYRm1Ys1Gdsq74
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Los Piñones 046,"Los Piñones 46, Providencia, Providencia",ChIJ2zIN8YjFYpYR1HruZwGf1wg
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Chevrolet Inalco Bellavista Casa Matriz,"Bellavista 832, Providencia, Providencia",ChIJzyuMWN_FYpYR-VxwPPuizmE
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Outro Sac.,Chile,ChIJbwKCKY_FYpYRmbcGBl1oteo
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,60 No More Escape Room,"Los Piñones 050, Providencia, Providencia",ChIJzyJm8YjFYpYRqp_VN4L3-AM
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Producciones Indivisual,"Monte Carmelo 117, Providencia, Providencia",ChIJv6QdKo_FYpYRV9PFj_GAfa8
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,"Ploteo313, Ploteo de planos, Poster de congreso, digitalizacion de planos,","Monitor Araucano 1, Providencia, Providencia",ChIJ0Qssv57FYpYRa4W3Un2gLwQ
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Colonial Resto Bar,"Inés Matte Urrejola 11, Providencia, Providencia",ChIJ_yuaJY_FYpYRWnXcUDWGo-k
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,ANGELI MUSICOS,"Monitor Araucano 680, Providencia",ChIJQ_wglVnOYpYRphnFdX48B5I
IMU San Cristóbal,"Inés Matte Urrejola 900, Providencia, Las Condes, Bellavista, Providencia, RM (Metropolitana)",-33.427559,-70.6263299,supermercado,Providencia,Providencia,ChIJ92aDbnzPYpYRfI1HCsD874c
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Santiago,Santiago,ChIJL68lBEHFYpYRMQkPQDzVdYQ
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Papeles Imac,"José Ananías 281, Macul",ChIJ95zYw_bPYpYRpgCyb0IHNXY
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Lucchetti Chile,"Avenida Vicuña Mackenna 2600, Macul, Macul",ChIJ9ZQAxFfFYpYRL6c4X0Y9dEo
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Chilepianos,"Al interior de ""Silentium, José Ananías 207, Macul",ChIJF2KkU7bPYpYRX1eoTVVvcjY
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Silentium,"José Ananías 207-A, Santiago, Macul",ChIJ--_-L__PYpYRl7BaY5NjqRI
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Salazar Israel - Vicuña Mackenna (Ventas/Servicio),"Avenida Vicuña Mackenna 3120, Macul, Macul",ChIJqeSmFWTFYpYRXwIfaHavh5w
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Chevrolet | Automotora Coseche Vicuña Mackenna,"Maipu, Avenida Vicuña Mackenna 3120, Santiago",ChIJe0xrHwDQYpYRwPFH2Jbm--I
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Tahg Chile S.A.,"AVENIDA VICUNA MACKENNA #3150, tienda T3 Esquina, José Ananías, Macul, Macul",ChIJ6Tm-V__PYpYR_UIHvljGAlQ
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,METRO RODRIGO DE ARAYA,"Diagonal Santa Elena 2747, A, San Joaquín",ChIJkelXKFHFYpYRX-AFxNBxYRo
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Modista: Hilados y Manualidades Textiles,"Til Til 2467, Macul, Macul",ChIJZZVizP7PYpYRzAopXQaVygQ
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Electel Ingeniería Ltda.,"Juan Sebastián Bach 66, San Joaquín, San Joaquín",ChIJ5VIdClbFYpYR-NGJgPLFbOg
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Pilares,"Avenida Vicuña Mackenna 3030, La Florida, Macul",ChIJSUTIA1bFYpYRFCcFMnNx_nI
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Vipertec,"José Ananías, Macul, Macul",ChIJMTy3oP7PYpYRLu2LFxZq3SM
Activa Juan Mitjans,"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",-33.47813550000001,-70.6201397,restaurante,Woodfit Acoustics,"Til Til, Ñuñoa, Macul",ChIJZ01ftfnPYpYROZXL1LiGqKY
